Date	Open_GSPC	High_GSPC	Low_GSPC	Close_GSPC	Volume_GSPC	AdjClose_GSPC	Return_GSPC	sp500_EMA6	sp500_EMA14	sp500_MoM6	sp500_MoM14	sp500_WIILR6	sp500_WIILR14	sp500_K%6	sp500_K%14	sp500_OBV	sp500_RSI6	sp500_RSI14	sp500_RoC6	sp500_RoC14	sp500_MA6	sp500_MA14
2010-01-29	1087.609985	1096.449951	1071.589966	1073.869995	5412850000	1073.869995	-0.00982917366505	1099.46530383	1114.19276368	-42.609985	-71.109985	1.07271809828	1.06375839197	-0.0727180982825	-0.0637583919653	5016480400.0	0.139468812542	0.297763996618	-0.0381645759559	-0.0621058762966	1089.43501783	1118.19500721
2010-02-01	1073.890015	1089.380005	1073.890015	1089.189941	4077610000	1089.189941	0.0142661086271	1092.15235845	1108.81639453	-2.570069	-57.790039	0.599089626921	0.776819955013	0.400910373079	0.223180044987	9094090400.0	0.16348105554	0.260878093622	-0.00235406039465	-0.0503845228406	1089.006673	1114.06714729
2010-02-02	1090.050049	1104.72998	1087.959961	1103.319946	4749540000	1103.319946	0.0129729484896	1091.30595347	1106.19953406	6.539917	-32.900025	0.0115263329644	0.597641566886	0.988473667036	0.402358433114	13843630400.0	0.476163297691	0.321646430654	0.00596283377439	-0.0289556827372	1090.09665917	1111.7171455
2010-02-03	1100.670044	1102.719971	1093.969971	1097.280029	4285450000	1097.280029	-0.00547431143785	1094.73852276	1105.81558898	5.109985	-48.400025	0.224802288858	0.674231956803	0.775197711142	0.325768043197	9558180400.0	0.551887715716	0.400531887339	0.00467874487867	-0.0422456730664	1090.94832333	1108.26000086
2010-02-04	1097.25	1097.25	1062.780029	1063.109985	5859690000	1063.109985	-0.0311406779463	1095.4646674	1104.67751432	-34.390015	-85.349976	1.25588344652	1.10753211531	-0.255883446519	-0.107532115305	3698490400.0	0.539643123025	0.350579937553	-0.0313348656036	-0.0743168929683	1085.21665417	1102.163574
2010-02-05	1064.119995	1067.130005	1044.5	1066.189941	6438900000	1066.189941	0.00289711887148	1086.22047243	1099.13517707	-18.340088	-69.840088	0.918714756067	0.961105109686	0.0812852439327	0.0388948903137	10137390400.0	0.315682036677	0.279286022277	-0.0169106318033	-0.0614773256139	1082.15997283	1097.17499629
2010-02-08	1065.51001	1071.199951	1056.51001	1056.73999	4089820000	1056.73999	-0.00886329033562	1080.49746345	1094.74247893	-17.130005	-93.48999	0.796779112329	0.884473849356	0.203220887671	0.115526150644	6047570400.0	0.390047304852	0.310216898442	-0.0159516562338	-0.081279389014	1079.304972	1090.49713986
2010-02-09	1060.060059	1079.280029	1060.060059	1070.52002	5114260000	1070.52002	0.0130401329848	1073.70961389	1089.67548041	-18.669921	-67.520019	0.567988898552	0.748477212908	0.432011101448	0.251522787092	11161830400.0	0.395789982212	0.239218637923	-0.0171411067044	-0.0593300909336	1076.1933185	1085.67428136
2010-02-10	1069.680054	1073.670044	1059.339966	1068.130005	4251450000	1068.130005	-0.00223257384761	1072.79830135	1087.12141902	-35.189941	-48.349975	0.607670382756	0.756592339205	0.392329617244	0.243407660795	6910380400.0	0.384253295382	0.313315423526	-0.0318945933386	-0.0433057250162	1070.32832833	1082.22071171
2010-02-11	1067.099976	1080.040039	1060.589966	1078.469971	4400870000	1078.469971	0.00968043772911	1071.46450239	1084.58923048	-18.810058	-13.290039	0.416523738907	0.521482239961	0.583476261093	0.478517760039	11311250400.0	0.244667062633	0.350466892088	-0.0171424408564	-0.0121730406667	1067.19331867	1081.27142321
2010-02-12	1075.949951	1077.810059	1062.969971	1075.51001	4160680000	1075.51001	-0.00274459287657	1073.46606485	1083.77332922	12.400025	-21.270019	0.412132511848	0.485139958539	0.587867488152	0.514860041461	7150570400.0	0.371533480648	0.45488472572	0.0116639154697	-0.0193931494353	1069.2599895	1079.75213614
2010-02-16	1079.130005	1095.670044	1079.130005	1094.869995	4080770000	1094.869995	0.0180007483147	1074.05004918	1082.67155332	28.680054	2.699951	-0.417274612445	0.163705599769	1.41727461244	0.836294400231	11231340400.0	0.647619770524	0.426771130213	0.0268995728595	0.00247209765076	1074.0399985	1079.94498979
2010-02-17	1096.140015	1101.030029	1094.719971	1099.51001	4259230000	1099.51001	0.00423795977713	1079.99860513	1084.29801221	42.77002	2.01001	-0.0980582907563	0.0866673042229	1.09805829076	0.913332695777	15490570400.0	0.746054386359	0.508438415548	0.0404735511145	0.00183144419134	1081.16833517	1080.08856193
2010-02-18	1099.030029	1108.23999	1097.47998	1106.75	3878620000	1106.75	0.00658474223441	1085.57329224	1086.32627859	36.22998	22.219971	-0.137202263283	-0.0335384471321	1.13720226328	1.03353844713	19369190400.0	0.899944290227	0.506309286754	0.0338433465261	0.0204881104311	1087.20666517	1081.67570271
2010-02-19	1105.48999	1112.420044	1100.800049	1109.170044	3944280000	1109.170044	0.00218662209171	1091.62378017	1089.04944144	41.040039	35.300049	-0.0190194998677	-0.0145913734847	1.01901949987	1.01459137348	23313470400.0	0.886000772386	0.572349562937	0.0384223257543	0.0328718086587	1094.04667167	1084.19713479
2010-02-22	1110.0	1112.290039	1105.380005	1108.01001	3814440000	1108.01001	-0.00104585767194	1096.63699841	1091.73218845	29.540039	18.820069	0.085086385554	0.064929787148	0.914913614446	0.935070212852	19499030400.0	0.936968410174	0.621456411746	0.027390692179	0.0172789596117	1098.9700115	1085.54142543
2010-02-23	1107.48999	1108.579956	1092.180054	1094.599976	4521050000	1094.599976	-0.0121028094322	1099.88643029	1093.90256466	19.089966	-8.71997	0.360364847186	0.262368322376	0.639635152814	0.737631677624	14977980400.0	0.890947807372	0.571744744905	0.0177496869601	-0.00790339196859	1102.1516725	1084.91857043
2010-02-24	1095.890015	1106.420044	1095.5	1105.23999	4168360000	1105.23999	0.00972045882815	1098.37601478	1093.99555283	10.369995	7.959961	0.215681753932	0.105713329632	0.784318246068	0.894286670368	19146340400.0	0.697905096697	0.466574770479	0.00947143957489	0.00725426581149	1103.880005	1085.48713907
2010-02-25	1101.23999	1103.5	1086.02002	1102.939941	4521130000	1102.939941	-0.00208104033586	1100.33715056	1095.49481112	3.429931	39.829956	0.468384766989	0.1395773978	0.531615233011	0.8604226022	14625210400.0	0.631232100952	0.529472595902	0.00311950866186	0.0374655083312	1104.45166017	1088.33213593
2010-02-26	1103.099976	1107.23999	1097.560059	1104.48999	3945190000	1104.48999	0.00140537933425	1101.08080497	1096.48749511	-2.26001	38.300049	0.30038056026	0.116755725305	0.69961943974	0.883244274695	18570400400.0	0.54613822672	0.693030624277	-0.00204202394398	0.0359223507249	1104.07499183	1091.06785371
2010-03-01	1105.359985	1116.109985	1105.359985	1115.709961	3847640000	1115.709961	0.0101585085438	1102.05485783	1097.55449443	6.539917	58.969971	-0.124617954893	-0.0588430513206	1.12461795489	1.05884305132	22418040400.0	0.464104289728	0.688410061864	0.00589622577293	0.0558036712512	1105.164978	1095.2799945
2010-03-02	1117.01001	1123.459961	1116.51001	1118.310059	4134680000	1118.310059	0.00233044257996	1105.95631588	1099.9752233	10.300049	47.790039	-0.0731165356955	-0.0387541529623	1.0731165357	1.03875415296	26552720400.0	0.581180393291	0.785126590611	0.00929598912198	0.044641891891	1106.88165283	1098.69356871
2010-03-03	1119.359985	1125.640015	1116.579956	1118.790039	3951320000	1118.790039	0.000429201182746	1109.48595677	1102.41986806	24.190063	50.660034	0.124731019208	0.0728309788546	0.875268980792	0.927169021145	30504040400.0	0.62344194535	0.759080138859	0.0220994550798	0.0474287153838	1110.91333	1102.31214257
2010-03-04	1119.119995	1123.72998	1116.660034	1122.969971	3945010000	1122.969971	0.00373611835491	1112.14426598	1104.60255752	17.729981	44.5	0.0673913260211	0.0410459952152	0.932608673979	0.958954004785	34449050400.0	0.920109894488	0.780446896757	0.0160417476389	0.0412621595377	1113.86832683	1105.490714
2010-03-05	1125.119995	1139.380005	1125.119995	1138.699951	4133000000	1138.699951	0.0140074805259	1115.23732456	1107.05154598	35.76001	63.189941	-0.329629925496	-0.208392003044	1.3296299255	1.20839200304	38582050400.0	0.89699772222	0.764376886374	0.032422445385	0.0587534661811	1119.8283285	1110.00428121
2010-03-08	1138.400024	1141.050049	1136.77002	1138.5	3774680000	1138.5	-0.000175595862479	1121.94093211	1111.27133332	34.01001	43.630005	0.0210427100982	0.0146058921162	0.978957289902	0.985394107884	34807370400.0	1.0	0.825955983263	0.0307925017953	0.0398494845957	1125.4966635	1113.12071014
2010-03-09	1137.560059	1145.369995	1134.900024	1140.449951	5185570000	1140.449951	0.00171273693456	1126.67209437	1114.90182221	24.73999	40.939941	0.0168141474893	0.0109049188399	0.983185852511	0.98909508116	39992940400.0	0.994189145267	0.780506145668	0.0221742127119	0.037234714216	1129.61999517	1116.04499164
2010-03-10	1140.219971	1148.26001	1140.089966	1145.609985	5469120000	1145.609985	0.00452455979807	1130.60862483	1118.30823938	27.299926	38.859985	-0.00831566613773	-0.00404364113043	1.00831566614	1.00404364113	45462060400.0	0.992046465434	0.772641842123	0.0244117682572	0.0351118003162	1134.16998283	1118.82070486
2010-03-11	1143.959961	1150.23999	1138.98999	1150.23999	4669060000	1150.23999	0.00404151941815	1134.89472774	1121.94847213	31.449951	41.069946	-0.062499262154	-0.031812023106	1.06249926215	1.03181202311	50131120400.0	0.992781507524	0.766163839646	0.0281106819901	0.0370276372159	1139.41164133	1121.75427243
2010-03-12	1151.709961	1153.410034	1146.969971	1149.98999	4928160000	1149.98999	-0.000217345947084	1139.27908838	1125.72067451	27.020019	41.97998	0.00744491743825	0.00389287008387	0.992555082562	0.996107129916	45202960400.0	0.993722074636	0.773034843919	0.024061212408	0.0378877263031	1143.91497783	1124.75284243
2010-03-15	1148.530029	1150.97998	1141.449951	1150.51001	4164110000	1150.51001	0.000452195240412	1142.33934599	1128.95658325	11.810059	55.910034	0.102510427787	0.043033438159	0.897489572213	0.956966561841	49367070400.0	0.983884230905	0.782503047643	0.0103715285046	0.0510780515493	1145.883321	1128.74641629
2010-03-16	1150.829956	1160.280029	1150.349976	1159.459961	4369770000	1159.459961	0.00777911615041	1144.67382142	1131.83037348	20.959961	54.219971	-0.326846230769	-0.0897748292499	1.32684623077	1.08977482925	53736840400.0	0.964598553843	0.955219044497	0.0184101545894	0.0490571925469	1149.37664783	1132.61927136
2010-03-17	1159.939941	1169.839966	1159.939941	1166.209961	4963200000	1166.209961	0.00582167580343	1148.89843273	1135.51431848	25.76001	63.27002	-0.233645816855	-0.0798536396622	1.23364581685	1.07985363966	58700040400.0	0.988350398214	0.953951752589	0.022587584819	0.0573648823912	1153.66998283	1137.1385585
2010-03-18	1166.130005	1167.77002	1161.160034	1165.829956	4234510000	1165.829956	-0.000325846127805	1153.84458366	1139.60707082	20.219971	61.339966	0.129984217816	0.0554789037014	0.870015782184	0.944521096299	54465530400.0	0.990479820838	0.992988132353	0.0176499605143	0.0555369143726	1157.039978	1141.51998464
2010-03-19	1166.680054	1169.199951	1155.329956	1159.900024	5212410000	1159.900024	-0.00508644675794	1157.26897576	1143.10345551	9.660034	44.190063	0.322202584534	0.154155473464	0.677797415466	0.845844526536	49253120400.0	0.970670132343	0.986826069727	0.00839827695436	0.0396071242031	1158.64998367	1144.67641771
2010-03-22	1157.25	1167.819946	1152.880005	1165.810059	4261680000	1165.810059	0.00509529690293	1158.02070383	1145.34299797	15.820069	47.5	0.141948040535	0.0755655414379	0.858051959465	0.924434458562	53514800400.0	0.712029697398	0.882864202758	0.0137567014822	0.0424748034928	1161.28666183	1148.06927486
2010-03-23	1166.469971	1174.719971	1163.829956	1174.170044	4411640000	1174.170044	0.00717096660426	1160.24623388	1148.07193944	23.660034	55.380005	-0.152521159288	-0.0813007357678	1.15252115929	1.08130073577	57926440400.0	0.778131165734	0.88921807907	0.0205648223782	0.0494999088922	1165.23000083	1152.0249895
2010-03-24	1172.699951	1173.040039	1166.01001	1167.719971	4705750000	1167.719971	-0.00549330400052	1164.22446534	1151.55168672	8.26001	44.75	0.287238466811	0.120565063651	0.712761533189	0.879434936349	53220690400.0	0.826076267889	0.901888106147	0.00712401486712	0.0398496853484	1166.60666917	1155.22141807
2010-03-25	1170.030029	1180.689941	1165.089966	1165.72998	5668900000	1165.72998	-0.00170416799354	1165.22318124	1153.70745796	-0.479981	27.030029	0.411630265358	0.18124990625	0.588369734642	0.81875009375	47551790400.0	0.622261732746	0.814388429427	-0.000411573401061	0.0237376219927	1166.52667233	1157.15213443
2010-03-26	1167.579956	1173.930054	1161.47998	1166.589966	4708420000	1166.589966	0.000737723156095	1165.36798089	1155.3104609	0.76001	28.089966	0.50701213408	0.307927507272	0.49298786592	0.692072492728	52260210400.0	0.491730174833	0.735330493943	0.000651904676225	0.0246727852437	1166.65334067	1159.15856057
2010-03-29	1167.709961	1174.849976	1167.709961	1173.219971	4375580000	1173.219971	0.00568323506393	1165.71711949	1156.81439491	13.319947	32.77002	0.268607953646	0.163135696446	0.731392046354	0.836864303554	56635790400.0	0.51288152455	0.741779837097	0.0114837026678	0.028734290331	1168.87333183	1161.49927629
2010-03-30	1173.75	1177.829956	1168.920044	1173.27002	4085000000	1173.27002	4.26595193033e-05	1167.86079135	1159.00180505	7.459961	27.660035	0.266808273129	0.177935964481	0.733191726871	0.822064035519	60720790400.0	0.720528376171	0.761032408114	0.00639895062014	0.024144373183	1170.11665867	1163.47499307
2010-03-31	1171.75	1174.560059	1165.77002	1169.430054	4484340000	1169.430054	-0.00327287490053	1169.40628525	1160.90423371	-4.73999	19.190064	0.58614835293	0.270021588275	0.41385164707	0.729978411725	56236450400.0	0.65324432462	0.739854468009	-0.00403688547857	0.0166835305387	1169.32666033	1164.84571193
2010-04-01	1171.22998	1181.430054	1170.689941	1178.099976	4006870000	1178.099976	0.00741380125331	1169.41307632	1162.04100975	10.380005	28.109986	0.134824063412	0.0660032023454	0.865175936588	0.933996797655	60243320400.0	0.380424488915	0.668718697687	0.00888912175674	0.0244436788532	1171.05666117	1166.85356807
2010-04-05	1178.709961	1187.72998	1178.709961	1187.439941	3881620000	1187.439941	0.00792799014538	1171.89504766	1164.18220525	21.709961	36.929931	-0.301246351267	-0.150321948895	1.30124635127	1.1503219489	64124940400.0	0.735481922597	0.715270488921	0.0186234903215	0.0320987481022	1174.674988	1169.49142029
2010-04-06	1186.01001	1191.800049	1182.77002	1189.439941	4086180000	1189.439941	0.00168429571126	1176.33644576	1167.28323668	22.849975	29.97998	-0.0651413714286	-0.0457453402092	1.06514137143	1.04574534021	68211120400.0	0.86934399523	0.749156647364	0.0195869805724	0.0258568480227	1178.48331717	1171.63284743
2010-04-07	1188.22998	1189.599976	1177.25	1182.449951	5101430000	1182.449951	-0.005876706977	1180.08030154	1170.23746393	9.22998	16.23999	0.359204286711	0.240238628713	0.640795713289	0.759761371287	63109690400.0	0.874222807164	0.723198469254	0.00786722032368	0.0139254427102	1180.02164717	1172.79284671
2010-04-08	1181.75	1188.550049	1175.119995	1186.439941	4726970000	1186.439941	0.00337434154962	1180.75734424	1171.86579554	13.169921	20.609985	0.205920170124	0.137721015937	0.794079829876	0.862278984063	67836660400.0	0.649401299299	0.62047487486	0.0112249701906	0.0176783800193	1182.216634	1174.2649885
2010-04-09	1187.469971	1194.660034	1187.150024	1194.369995	4511570000	1194.369995	0.0066839068089	1182.38094332	1173.80901493	24.939941	34.469971	-0.0987300475155	-0.0660314258638	1.09873004752	1.06603142586	72348230400.0	0.689060926591	0.645120526804	0.0213265777758	0.0297180535277	1186.37329083	1176.72712929
2010-04-12	1194.939941	1199.199951	1194.709961	1196.47998	4607090000	1196.47998	0.00176660918211	1185.80638665	1176.55047894	18.380004	30.669921	-0.0759256962416	-0.0435601899654	1.07592569624	1.04356018997	76955320400.0	0.820400714585	0.736063318769	0.0156013957851	0.0263078198401	1189.43662483	1178.91783793
2010-04-13	1195.939941	1199.040039	1188.819946	1197.300049	5403580000	1197.300049	0.000685401355399	1188.85598475	1179.20774575	9.860108	23.130005	0.0788997288866	0.0503685965188	0.921100271113	0.949631403481	82358900400.0	0.783992785658	0.721571581293	0.00830366880846	0.0196990249566	1191.07997617	1180.56998114
2010-04-14	1198.689941	1210.650024	1198.689941	1210.650024	5760040000	1210.650024	0.0111500663607	1191.26857454	1181.62005285	21.210083	42.930053	-0.47550223929	-0.303554660739	1.47550223929	1.30355466074	88118940400.0	0.70679680377	0.687530307461	0.0178319915692	0.0367639965627	1194.61499	1183.6364135
2010-04-15	1210.77002	1213.920044	1208.5	1211.670044	5995330000	1211.670044	0.000842539115169	1196.80613153	1185.49071567	29.220093	45.940064	-0.0287086734435	-0.0207447445034	1.02870867344	1.0207447445	94114270400.0	0.801364663655	0.813038400044	0.024711483962	0.039408838057	1199.4850055	1186.91784664
2010-04-16	1210.170044	1210.170044	1186.77002	1192.130005	8108470400	1192.130005	-0.0161265346921	1201.05296366	1188.98129278	5.690064	25.540039	0.561598234064	0.415522738492	0.438401765936	0.584477261508	86005800000.0	1.0	0.839793493418	0.00479591406473	0.0218929013144	1200.4333495	1188.74213514
2010-04-19	1192.060059	1197.869995	1183.680054	1197.52002	6597740000	1197.52002	0.00452133154723	1198.5035469	1189.40112108	3.150025	24.300049	0.604051915387	0.340602613199	0.395948084613	0.659397386801	92603540000.0	0.563547531299	0.648006666757	0.00263739462075	0.020712270163	1200.95835367	1190.47785293
2010-04-20	1199.040039	1208.579956	1199.040039	1207.170044	5316590000	1207.170044	0.00805834043593	1198.22253922	1190.48364093	10.690064	33.900024	0.223214359529	0.140186846013	0.776785640471	0.859813153987	97920130000.0	0.537295966339	0.642874164251	0.00893459496079	0.0288936250157	1202.740031	1192.89928321
2010-04-21	1207.160034	1210.98999	1198.849976	1205.939941	5724310000	1205.939941	-0.00101899728718	1200.77896915	1192.70849467	8.639892	36.509887	0.26389238224	0.165734143767	0.73610761776	0.834265856233	92195820000.0	0.607394349005	0.67909984671	0.00721614603392	0.0312202400435	1204.180013	1195.50713229
2010-04-22	1202.52002	1210.27002	1190.189941	1208.670044	6035780000	1208.670044	0.00226387973993	1202.25353254	1194.47268752	-1.97998	30.570068	0.173611168522	0.121443152703	0.826388831478	0.878556847297	98231600000.0	0.586088697656	0.698358291295	-0.00163546851753	0.0259486194914	1203.85001633	1197.69070857
2010-04-23	1207.869995	1217.280029	1205.099976	1217.280029	5326060000	1217.280029	0.00712351980819	1204.08682153	1196.36566838	5.609985	29.840088	-0.111110651822	-0.0865974421836	1.11111065182	1.08659744218	1.0355766e+11	0.474975167026	0.677546463638	0.0046299609599	0.0251297661209	1204.78501383	1199.82214343
2010-04-26	1217.069946	1219.800049	1211.069946	1212.050049	5647760000	1212.050049	-0.00429644771573	1207.85630938	1199.1542498	19.920044	22.610108	0.155654282481	0.124050658972	0.844345717519	0.875949341028	97909900000.0	0.559490487742	0.674788923082	0.0167096238803	0.019009037128	1208.10502117	1201.43715114
2010-04-27	1209.920044	1211.380005	1181.619995	1183.709961	7454540000	1183.709961	-0.0233819453441	1209.0545207	1200.87368969	-13.810059	1.26001	0.999172009852	0.807744950353	0.000827990147842	0.192255049647	90455360000.0	0.803287402852	0.627610471084	-0.0115322155533	0.00106559266964	1205.80334467	1201.52715186
2010-04-28	1184.589966	1195.050049	1181.810059	1191.359985	6342310000	1191.359985	0.00646275206938	1201.81321793	1198.58519253	-15.810059	4.920044	0.744893236662	0.636527073132	0.255106763338	0.363472926868	96797670000.0	0.376232398749	0.505730421466	-0.0130967953343	0.00414689680445	1203.16833483	1201.87858357
2010-04-29	1193.300049	1209.359985	1193.300049	1206.780029	6059410000	1206.780029	0.0129432280706	1198.82657995	1197.62183153	0.840088	12.410034	0.341016280386	0.341016280386	0.658983719614	0.658983719614	1.0285708e+11	0.353039823196	0.521655034789	0.00069662507347	0.0103904435409	1203.3083495	1202.76501457
2010-04-30	1206.77002	1207.98999	1186.319946	1186.689941	6048260000	1186.689941	-0.0166476802045	1201.09899396	1198.84292452	-21.980103	-9.790039	0.86720956445	0.86720956445	0.13279043555	0.13279043555	96808820000.0	0.506178914621	0.551242825467	-0.0181853625885	-0.00818236758128	1199.644999	1202.06572607
2010-05-03	1188.579956	1205.130005	1188.579956	1202.26001	4938050000	1202.26001	0.0131205873262	1196.98212169	1197.22252672	-15.020019	4.959961	0.459403200425	0.459403200425	0.540596799575	0.540596799575	1.0174687e+11	0.371220710275	0.464801899082	-0.0123390005933	0.00414262156269	1197.1416625	1202.420009
2010-05-04	1197.5	1197.5	1168.119995	1173.599976	6594720000	1173.599976	-0.023838465691	1198.49008978	1197.89419116	-38.450073	-37.050048	1.21005782234	1.21005782234	-0.210057822338	-0.210057822338	95152150000.0	0.418635041603	0.516122555713	-0.031723172679	-0.030603433912	1190.733317	1199.773577
2010-05-05	1169.23999	1175.949951	1158.150024	1165.869995	6795940000	1165.869995	-0.006586555179	1191.3786287	1194.65496247	-17.839966	-45.800049	1.05201108368	1.04353710621	-0.0520110836775	-0.0435371062112	88356210000.0	0.333880766814	0.390469127127	-0.015071230781	-0.0377991097715	1187.75998933	1196.50214493
2010-05-06	1164.380005	1167.579956	1065.790039	1128.150024	10617809600	1128.150024	-0.0323534966692	1184.09044764	1190.81696681	-63.209961	-63.979981	1.58582352758	1.48661780754	-0.585823527575	-0.486617807535	77738400400.0	0.40622413274	0.369768258893	-0.0530569784077	-0.0536686273575	1177.22499583	1191.93214629
2010-05-07	1127.040039	1135.130005	1094.150024	1110.880005	9472910400	1110.880005	-0.0153082645327	1168.10746946	1182.46137443	-95.900024	-86.640015	0.685937292196	0.707227043229	0.314062707804	0.292772956771	68265490000.0	0.247544266389	0.335120572228	-0.0794676922848	-0.0723495336637	1161.2416585	1185.74357379
